stockId,ReturnOfNetTangibleAssets_FirstQuartile,ONWR,LongDebtRatio,YoY,OperatingProfitMargin,ReturnOfEquity_FirstQuartile,ReturnOfNetTangibleAssets_Median,ReturnOfRequest,IntrinsicValue_FirstQuartile,IntrinsicValue_Median,QuarterLength,IntrinsicValue_ThirdQuartile,Profit_4,GrossProfitRatio,revenue12
1101,0.02721136569826485,0.6040392012328815,0.351987330190212,-0.0005928921878411,0.0841829034289162,0.031840083246862404,0.0370517273466882,0.1331971585754338,36116877.36437604,68283166.94286925,33,242014514.56417012,-11426713.0,0.1871792781435972,148473860.0
1102,0.050919705819952324,0.6474948525959577,0.1687814454569026,-0.0115598188996241,0.0798525721482955,0.058627538680458294,0.05735858452887345,0.12727007354501194,139115788.1352874,153492958.729009,33,171077376.20488352,10552555.0,0.1300203088561839,68619523.0
1103,0.01142626192937895,0.511718959280622,0.3097823407500916,-0.0750335096435537,0.0229411508345802,0.009238266553770426,0.0271311350460818,0.1371434345176553,7251753.429616705,9394974.826087251,33,13395329.37221409,524896.0,0.2114880079027267,2868602.0
1104,0.061214592821595054,0.7361847448549362,0.0434357035022637,0.0197634604559746,0.1624402304202218,0.06306037648596664,0.06860352123001515,0.12469635179460126,17857317.84277574,19416946.111929484,33,21704690.919378757,1755568.0,0.2794956587288458,7702408.0
1108,0.03591369816814498,0.9368469505801275,0.0427979359153208,-0.1376222106127322,0.0906591781838797,0.0576324767107265,0.05113928943293895,0.13102157545796378,3411317.4677978093,4468607.099659621,33,5874647.42021151,818196.0,0.1613511082832164,4077487.0
1109,0.07009065362658412,0.5736598438632717,0.0111151240117141,-0.1451202235300761,-0.0186428352635553,0.047292650121539374,0.10103538972848661,0.12247733659335398,8760988.81368354,10400969.900856338,33,11684682.811822793,270824.0,0.0623247776912626,4144044.0
1110,0.006642992432898375,0.8136699586732145,0.0937243740465034,-0.1064850932342098,0.0756380836979076,0.007071989938499475,0.01467116371762495,0.13833925189177543,1658530.8986223703,2290014.2628459996,33,2647292.273370374,185413.0,0.1433073082487904,2638810.0
1201,0.016459152165256875,0.8968593653289472,0.2402842776411196,-0.0508156399016136,0.0079071126221664,0.037181698666326375,0.02593083198304465,0.1358852119586858,-786529.2150989743,409286.8310226174,33,1295615.6559866564,194788.0,0.2740983074211963,21466629.0
1203,0.060552521296905824,0.690467564254926,0.1312485330988775,-0.1004794138926079,0.1574996525070858,0.0693330098648673,0.06364972254923905,0.12486186967577356,5801241.681148964,5980220.396113629,33,6216762.026221899,408906.0,0.3446767107227248,5291881.0
1210,0.0501158932743753,0.8641403753743606,0.0514231403897852,0.1016086610207284,0.0438972416260055,0.08518959677443488,0.05656382808805745,0.1274710266814062,35219002.97892165,38694893.21463011,33,43052456.53260264,3530175.0,0.1406602979046739,104814745.0
1213,-0.09073235404200387,0.974855072654974,0.0703461632843689,0.1429572529782761,-0.1627596227443145,-0.22830439412964465,-0.0712330357656793,0.16268308851050098,-396366.3601418463,-321964.04025526246,33,-134217.36252580507,-56697.0,-0.0200173838589572,311406.0
1215,0.07407629099181043,0.8361348448099063,0.3002749774683705,0.0165468266494136,0.0799244013539531,0.17024212789492563,0.08703525960646695,0.1214809272520474,13731875.30199344,17303390.454797693,33,19662869.71950518,2736219.0,0.1774535106368599,28881777.0
1216,0.04218220587424833,0.692784096715064,0.3359238561557401,0.0269813795516531,0.0585830534501629,0.09812296021601552,0.049689425361012354,0.12945444853143792,106862726.41363645,140757601.76550138,33,171302022.3697796,21015229.0,0.3378249693854674,681440257.0
1217,0.0071252124926287005,0.8491826666193347,0.2668598629322142,-0.1460625463720336,0.0183130488619515,0.012544829147429526,0.01648988471029485,0.13821869687684285,-1063015.482605867,-168523.31105428282,33,381334.04535845295,238122.0,0.2635120476297052,4971987.0
1218,0.0639539751080335,0.8070281119169371,0.025471940305596,-0.0142432628754269,0.0631070558657197,0.0609445844185068,0.07124949795366385,0.12401150622299165,8838440.51164992,9375831.766927823,33,11309594.015125645,748539.0,0.1714241357272913,10309880.0
1219,0.018024125899734747,0.8928337831388505,0.2026497462694634,-0.0685944490292316,0.0007878128136942,0.03400015343393908,0.030115522426948947,0.13549396852506632,189513.4772097841,1169505.7511299956,33,2106334.8434402794,159072.0,0.0778258897909585,14340445.0
1220,0.02588420263030365,0.8300622343347595,0.0508221982827236,-0.1260396696383662,-0.0384532976711747,0.025489365176132223,0.04994787951412185,0.1335289493424241,922077.1861146276,1438355.081021743,33,1898795.13738978,2740.0,0.0778873047029471,3389266.0
1225,0.0483038923270139,0.8241319049798145,0.1124339517196128,0.0226976271744618,0.0444906471679045,0.0898951255588905,0.0543245582539442,0.12792402691824653,3156454.1237799358,3460394.255591821,32,3801722.338659022,414403.0,0.0930052442578075,12369111.0
1227,0.07631909694831678,0.6356137220596475,0.0139663116421397,0.0544038350744279,0.0687395549753514,0.07286054601953777,0.0961330177070727,0.12092022576292082,22187584.397114508,25782806.592198208,33,39050474.14620438,1327853.0,0.2343878330793367,28785866.0
1229,0.10326595746286543,0.4524200809301359,0.0493382342907252,-0.0884001724881414,0.0965286466806994,0.06343724991928157,0.1060203113927107,0.11418351063428366,91718160.63490185,93800689.93026957,33,96197924.78773126,4646437.0,0.2331720394096713,13035625.0
1231,0.080898953112789,0.9104265748099692,0.2229038013921612,-0.0314559034071828,0.0951403269128198,0.15639977695678875,0.08677982793686526,0.11977526172180276,8467410.105469324,9377953.720105223,33,10191435.76940115,1312248.0,0.2166190140294062,13067725.0
